Date-Time,Temperature (F),Pressao (Millibars),Umidade (Percent relative humidity),Vento (Knots),Ozone (Parts per million)
2019-01-03 _ 22:00,33.63529411764706,925.8750000000001,73.28333333333333,94.36166666666666,0.018321428571428575
2019-01-03 _ 23:00,33.35588235294117,925.5875,73.1875,93.57333333333331,0.018392857142857152
2019-01-04 _ 00:00,32.90588235294118,925.3500000000001,73.74583333333334,87.82,0.019517241379310348
2019-01-04 _ 01:00,32.20882352941176,925.34375,72.692,101.71166666666667,0.019285714285714295
2019-01-04 _ 02:00,32.32058823529412,925.4875,72.58800000000001,102.45833333333333,0.019214285714285722
2019-01-04 _ 03:00,32.11764705882353,925.2625,71.96799999999999,97.09,0.020115384615384625
2019-01-04 _ 04:00,31.879411764705885,924.8875,71.976,101.41333333333336,0.020518518518518523
2019-01-04 _ 05:00,32.14705882352941,924.7750000000001,71.26,101.22166666666668,0.01962068965517242
2019-01-04 _ 06:00,32.33529411764706,924.9625,70.524,110.95,0.0196896551724138
2019-01-04 _ 07:00,32.2235294117647,925.21875,70.288,109.93166666666669,0.018862068965517245
2019-01-04 _ 08:00,33.53235294117647,925.3375000000001,67.96799999999999,101.97333333333336,0.019758620689655178
2019-01-04 _ 09:00,36.30588235294118,925.4687500000002,64.25200000000001,102.40166666666664,0.022964285714285725
2019-01-04 _ 10:00,39.62647058823529,925.325,61.2875,107.5,0.026518518518518528
2019-01-04 _ 11:00,42.39117647058824,924.59375,57.68333333333334,106.3416666666667,0.02900000000000002
2019-01-04 _ 12:00,44.023529411764706,924.16875,55.90833333333334,107.8783333333333,0.030964285714285732
2019-01-04 _ 13:00,44.55,918.3333333333335,55.99166666666667,105.66666666666669,0.03207142857142859
2019-01-04 _ 14:00,45.171875,918.3933333333332,55.72083333333334,104.75666666666666,0.03224137931034485
2019-01-04 _ 15:00,45.1,923.7687500000002,56.241666666666674,109.76999999999998,0.03255172413793105
2019-01-04 _ 16:00,43.46969696969697,923.96875,59.3125,120.63166666666669,0.03062068965517243
2019-01-04 _ 17:00,41.57272727272727,923.9687500000002,62.81666666666666,111.54166666666666,0.027000000000000014
2019-01-04 _ 18:00,40.193939393939395,924.0875000000001,64.64166666666667,101.46500000000002,0.025517241379310357
2019-01-04 _ 19:00,39.28484848484849,924.05625,65.75,111.17666666666669,0.02431034482758622
2019-01-04 _ 20:00,38.24848484848484,924.2062500000001,66.4375,94.38833333333332,0.02427586206896553
2019-01-04 _ 21:00,37.07272727272727,924.0562500000001,69.49166666666667,99.92333333333333,0.02324137931034484
2019-01-04 _ 22:00,36.41515151515151,923.88125,70.55833333333334,107.45000000000002,0.022750000000000013
2019-01-04 _ 23:00,36.11212121212121,923.8375,71.925,101.87833333333334,0.023000000000000013
2019-01-05 _ 00:00,35.49393939393939,923.8374999999999,72.4375,104.9866666666667,0.02244827586206898
2019-01-05 _ 01:00,35.06363636363636,923.6624999999999,71.78,103.32,0.02251851851851853
2019-01-05 _ 02:00,34.73636363636364,923.8437500000001,71.964,112.73333333333336,0.020931034482758633
2019-01-05 _ 03:00,34.445454545454545,923.7125000000001,72.288,113.36999999999996,0.020714285714285723
2019-01-05 _ 04:00,34.199999999999996,923.54375,72.18799999999999,110.3733333333333,0.02188000000000001
2019-01-05 _ 05:00,33.64545454545454,923.2625,72.98,101.98666666666668,0.01979310344827587
2019-01-05 _ 06:00,33.34848484848485,923.46875,74.9875,113.70999999999997,0.019482758620689666
2019-01-05 _ 07:00,33.09090909090909,923.8562499999999,72.884,111.36666666666669,0.019068965517241385
2019-01-05 _ 08:00,33.733333333333334,924.1624999999999,72.156,109.08166666666668,0.01972413793103449
2019-01-05 _ 09:00,36.14545454545454,924.70625,71.22399999999999,100.12833333333334,0.022551724137931047
2019-01-05 _ 10:00,38.26969696969697,924.63125,70.06,91.15333333333336,0.025206896551724152
2019-01-05 _ 11:00,40.412121212121214,924.2,68.27600000000001,97.84333333333332,0.02789655172413795
2019-01-05 _ 12:00,41.67878787878788,923.8562500000003,66.652,94.64666666666668,0.030103448275862088
2019-01-05 _ 13:00,42.52424242424242,923.425,65.548,91.01333333333335,0.03151724137931036
2019-01-05 _ 14:00,42.76969696969697,923.4375000000001,66.404,88.92333333333335,0.03224137931034485
2019-01-05 _ 15:00,42.28181818181818,923.5687499999999,69.916,92.99333333333335,0.031344827586206915
2019-01-05 _ 16:00,41.31818181818182,923.55,71.82800000000002,93.57166666666664,0.030551724137931054
2019-01-05 _ 17:00,39.878787878787875,923.6500000000001,73.06,93.16166666666666,0.028551724137931053
2019-01-05 _ 18:00,39.093939393939394,923.6062499999999,74.0,89.18,0.026206896551724153
2019-01-05 _ 19:00,38.42727272727273,923.56875,73.616,94.37666666666664,0.02658620689655174
2019-01-05 _ 20:00,38.0030303030303,923.65625,72.984,92.47000000000001,0.026068965517241395
2019-01-05 _ 21:00,37.63939393939393,923.4437500000001,73.79199999999999,95.71000000000001,0.02510344827586208
2019-01-05 _ 22:00,37.21212121212121,923.1875,74.99600000000001,91.65,0.023440000000000013
2019-01-05 _ 23:00,36.77272727272727,922.9625,76.188,99.71000000000001,0.024214285714285726
2019-01-06 _ 00:00,36.903030303030306,922.7375000000001,76.00416666666666,98.39666666666666,0.02441379310344829
2019-01-06 _ 01:00,36.74242424242424,922.7062500000002,76.92916666666666,97.20333333333333,0.024142857142857157
2019-01-06 _ 02:00,36.22727272727273,922.63125,78.83333333333333,100.68666666666664,0.0233793103448276
2019-01-06 _ 03:00,35.981818181818184,922.4750000000001,79.62083333333332,94.59833333333331,0.02417857142857144
2019-01-06 _ 04:00,35.78787878787879,922.1937500000001,79.53333333333335,90.27999999999999,0.02403703703703705
2019-01-06 _ 05:00,35.38787878787879,922.0,79.26521739130435,90.01666666666667,0.023862068965517257
2019-01-06 _ 06:00,34.92727272727272,922.0875000000001,78.71304347826087,89.17333333333335,0.02341379310344829
2019-01-06 _ 07:00,34.699999999999996,922.2937500000002,80.07391304347826,74.37166666666666,0.022724137931034494
2019-01-06 _ 08:00,35.7969696969697,922.7937499999998,78.84347826086957,72.90166666666667,0.024034482758620704
2019-01-06 _ 09:00,37.57575757575758,922.8937500000001,75.85416666666667,83.38499999999999,0.02662068965517243
2019-01-06 _ 10:00,40.02727272727273,922.8187500000001,70.956,89.73499999999999,0.030172413793103467
2019-01-06 _ 11:00,41.73939393939394,922.20625,68.524,90.05333333333331,0.03289655172413795
2019-01-06 _ 12:00,43.327272727272735,921.5125,65.844,80.85999999999997,0.034620689655172426
2019-01-06 _ 13:00,43.97272727272727,920.9125,65.332,90.61833333333333,0.03520689655172415
2019-01-06 _ 14:00,44.21212121212121,920.6000000000001,65.74799999999999,87.80000000000001,0.035689655172413806
2019-01-06 _ 15:00,43.550000000000004,920.8437500000001,66.524,91.15833333333332,0.035689655172413806
2019-01-06 _ 16:00,42.14411764705883,920.9875,66.296,88.91666666666666,0.035379310344827594
2019-01-06 _ 17:00,40.39411764705883,921.06875,65.868,86.32,0.034034482758620706
2019-01-06 _ 18:00,39.47941176470588,921.2437500000001,68.268,90.75833333333328,0.03265517241379312
2019-01-06 _ 19:00,39.379411764705885,921.60625,73.592,87.93166666666666,0.031000000000000017
2019-01-06 _ 20:00,39.023529411764706,921.85625,74.128,95.55166666666666,0.031000000000000017
2019-01-06 _ 21:00,38.794117647058826,921.9625,74.252,94.51666666666665,0.030724137931034498
2019-01-06 _ 22:00,38.47647058823529,921.98125,74.42399999999999,89.27499999999999,0.02964285714285716
2019-01-06 _ 23:00,38.002941176470586,921.8812499999999,76.26,88.2655172413793,0.028892857142857158
2019-01-07 _ 00:00,37.814705882352946,922.0562500000002,75.4,93.81206896551723,0.029344827586206913
2019-01-07 _ 01:00,37.3764705882353,922.5,75.804,98.41551724137932,0.0288846153846154
2019-01-07 _ 02:00,36.838235294117645,922.7875000000001,77.156,92.84137931034485,0.027500000000000007
2019-01-07 _ 03:00,36.05294117647059,922.7375000000001,77.472,87.19310344827586,0.026576923076923088
2019-01-07 _ 04:00,35.69411764705882,922.8062500000001,76.884,93.97413793103446,0.028111111111111125
2019-01-07 _ 05:00,35.811764705882354,923.0250000000001,76.67200000000001,88.0448275862069,0.025586206896551736
2019-01-07 _ 06:00,35.635294117647064,923.3625,76.36399999999999,87.2948275862069,0.02479310344827587
2019-01-07 _ 07:00,35.45882352941176,924.01875,76.71600000000001,83.94310344827586,0.023586206896551734
2019-01-07 _ 08:00,35.89411764705883,924.2625,76.452,84.36379310344829,0.02382758620689656
2019-01-07 _ 09:00,37.661764705882355,924.8749999999999,73.74799999999999,84.89482758620692,0.026965517241379324
2019-01-07 _ 10:00,39.64705882352941,924.90625,69.868,98.53620689655172,0.029000000000000015
2019-01-07 _ 11:00,41.57058823529412,924.85625,67.0,104.66724137931035,0.03131034482758622
2019-01-07 _ 12:00,43.5,924.46875,62.84,106.92333333333333,0.03285185185185186
2019-01-07 _ 13:00,44.03823529411765,924.6125000000002,61.596000000000004,103.7433333333333,0.03485185185185187
2019-01-07 _ 14:00,44.476470588235294,925.11875,61.211999999999996,112.46666666666667,0.03582142857142858
2019-01-07 _ 15:00,44.06470588235294,925.7437500000001,64.44583333333334,112.94833333333334,0.034655172413793116
2019-01-07 _ 16:00,42.85294117647059,926.34375,68.14999999999999,119.6816666666667,0.033241379310344835
2019-01-07 _ 17:00,41.63823529411765,927.15,68.47083333333335,120.04833333333335,0.02955172413793105
2019-01-07 _ 18:00,40.6264705882353,927.88125,70.25833333333334,114.66666666666669,0.027689655172413806
2019-01-07 _ 19:00,39.82058823529412,928.675,71.77916666666665,118.89000000000001,0.026464285714285725
2019-01-07 _ 20:00,39.23823529411764,929.2375000000002,73.10000000000001,120.43166666666666,0.02610344827586208
2019-01-07 _ 21:00,38.932352941176475,929.9750000000001,73.75,118.84666666666666,0.025655172413793115
2019-01-07 _ 22:00,38.47941176470588,930.5937500000001,74.09583333333333,118.56000000000002,0.025142857142857154
2019-01-07 _ 23:00,38.06470588235294,930.575,75.54583333333333,118.41166666666669,0.026655172413793116
2019-01-08 _ 00:00,37.82058823529412,931.075,75.99583333333334,118.25666666666667,0.02744827586206898
2019-01-08 _ 01:00,37.60294117647059,931.7187500000002,75.30833333333334,119.18333333333335,0.02767857142857144
2019-01-08 _ 02:00,37.35,932.0125,74.36666666666666,119.63000000000002,0.026862068965517252
2019-01-08 _ 03:00,36.92058823529412,932.1875,74.13333333333333,116.775,0.027357142857142868
2019-01-08 _ 04:00,36.35294117647059,932.325,74.86666666666667,112.265,0.026333333333333347
2019-01-08 _ 05:00,35.9735294117647,932.79375,76.2625,103.50833333333334,0.02451724137931036
2019-01-08 _ 06:00,35.482352941176465,932.95,77.08333333333333,118.07166666666664,0.022793103448275873
2019-01-08 _ 07:00,35.33529411764706,933.29375,76.96666666666665,103.26499999999997,0.021862068965517255
2019-01-08 _ 08:00,35.747058823529414,933.9062500000001,74.46249999999999,111.14,0.021827586206896562
2019-01-08 _ 09:00,37.63939393939393,931.0733333333335,70.072,112.44333333333336,0.02417241379310346
2019-01-08 _ 10:00,39.705882352941174,934.5250000000001,67.66,109.18474576271186,0.026037037037037053
2019-01-08 _ 11:00,41.0735294117647,934.175,65.52799999999999,105.79499999999997,0.029037037037037056
2019-01-08 _ 12:00,41.938235294117646,933.8437500000001,61.29600000000001,110.50517241379306,0.031769230769230786
2019-01-08 _ 13:00,42.24117647058823,933.3187499999999,57.244,100.85689655172412,0.030962962962962977
2019-01-08 _ 14:00,42.18235294117647,933.5250000000001,58.928000000000004,98.42,0.030961538461538478
2019-01-08 _ 15:00,41.64411764705883,933.6687500000003,59.144,94.80499999999998,0.030962962962962977
2019-01-08 _ 16:00,40.699999999999996,933.9625000000001,60.82,101.09000000000002,0.03000000000000002
2019-01-08 _ 17:00,38.93529411764706,933.9312500000001,62.656000000000006,97.70166666666665,0.028107142857142876
2019-01-08 _ 18:00,37.96470588235294,933.7875000000001,65.71600000000001,101.58166666666668,0.026965517241379328
2019-01-08 _ 19:00,36.71176470588235,933.83125,65.368,101.91499999999998,0.02651724137931036
2019-01-08 _ 20:00,36.108823529411765,933.7562500000001,66.024,106.38833333333334,0.026172413793103463
2019-01-08 _ 21:00,35.73529411764706,933.7375000000002,66.04799999999999,110.89499999999997,0.02627586206896553
2019-01-08 _ 22:00,35.067647058823525,933.825,65.46,111.32166666666664,0.025629629629629645
2019-01-08 _ 23:00,34.46176470588235,933.7437500000001,64.916,116.05833333333331,0.02631034482758622
2019-01-09 _ 00:00,33.87647058823529,933.5500000000002,63.96,112.055,0.026137931034482774
2019-01-09 _ 01:00,33.36470588235294,933.5562500000001,66.82,113.06999999999998,0.026333333333333347
2019-01-09 _ 02:00,32.794117647058826,933.6500000000001,68.204,112.68666666666665,0.02668965517241381
2019-01-09 _ 03:00,32.21764705882353,933.6375,68.78,107.9983333333333,0.02746428571428573
2019-01-09 _ 04:00,31.676470588235293,933.2749999999999,69.37599999999999,109.27833333333334,0.02811111111111113
2019-01-09 _ 05:00,31.3735294117647,932.9937499999999,69.22,108.83166666666664,0.028000000000000018
2019-01-09 _ 06:00,31.400000000000006,932.96875,68.82,99.77166666666663,0.028000000000000018
2019-01-09 _ 07:00,31.002941176470586,932.9500000000002,69.99600000000001,112.39833333333334,0.02686206896551726
2019-01-09 _ 08:00,31.226470588235294,928.94,68.03200000000001,107.46499999999999,0.026379310344827604
2019-01-09 _ 09:00,32.12352941176471,929.14,65.828,93.64833333333334,0.027285714285714302
2019-01-09 _ 10:00,33.188235294117646,928.8333333333334,64.492,96.46000000000004,0.02871428571428573
2019-01-09 _ 11:00,34.23030303030303,928.2599999999999,63.123999999999995,100.65344827586205,0.02959259259259261
2019-01-09 _ 12:00,35.133333333333326,927.4066666666666,62.348,103.88275862068967,0.030444444444444465
2019-01-09 _ 13:00,35.57272727272728,927.1066666666667,61.312000000000005,108.4103448275862,0.03159259259259261
2019-01-09 _ 14:00,35.79090909090909,926.9933333333333,60.37200000000001,106.19999999999997,0.032250000000000015
2019-01-09 _ 15:00,35.35294117647059,926.8733333333333,62.048,98.90166666666667,0.031607142857142875
2019-01-09 _ 16:00,34.31212121212121,934.1142857142859,64.62083333333334,100.7051724137931,0.03114285714285716
2019-01-09 _ 17:00,33.34705882352941,926.9066666666669,66.532,103.92333333333332,0.029206896551724152
2019-01-09 _ 18:00,32.455882352941174,927.1600000000002,68.616,108.53166666666668,0.02734482758620691
2019-01-09 _ 19:00,32.38823529411764,927.0200000000001,68.22800000000001,99.35666666666667,0.02658620689655174
2019-01-09 _ 20:00,31.876470588235293,926.9666666666668,68.676,97.135,0.02527586206896553
2019-01-09 _ 21:00,31.45,926.9733333333334,69.392,106.93333333333331,0.025103448275862084
2019-01-09 _ 22:00,31.05588235294118,927.1266666666668,70.24,97.64833333333333,0.024071428571428584
2019-01-09 _ 23:00,30.41176470588235,927.1400000000001,70.896,97.16666666666667,0.0235357142857143
2019-01-10 _ 00:00,29.96470588235294,926.8466666666667,71.43199999999999,93.195,0.023655172413793116
2019-01-10 _ 01:00,29.33823529411765,927.0666666666667,69.37599999999999,91.10833333333333,0.02515384615384617
2019-01-10 _ 02:00,28.852941176470587,927.3400000000001,66.728,98.39333333333329,0.022892857142857156
2019-01-10 _ 03:00,28.373529411764707,927.18,67.14399999999999,95.74499999999999,0.02303703703703705
2019-01-10 _ 04:00,27.873529411764707,926.9266666666667,67.80799999999999,103.27500000000003,0.023851851851851864
2019-01-10 _ 05:00,27.691176470588236,926.8133333333333,68.69200000000001,99.97999999999999,0.022310344827586218
2019-01-10 _ 06:00,28.076470588235292,927.2133333333334,73.42399999999999,98.22500000000001,0.022655172413793116
2019-01-10 _ 07:00,27.629411764705885,927.42,73.556,102.00166666666665,0.0223793103448276
2019-01-10 _ 08:00,28.511764705882353,928.0533333333333,72.18,107.54666666666668,0.025230769230769244
2019-01-10 _ 09:00,30.220588235294116,928.4933333333333,70.208,96.74482758620687,0.026000000000000016
2019-01-10 _ 10:00,32.09411764705882,928.5133333333334,68.116,112.11724137931036,0.02742307692307694
2019-01-10 _ 11:00,34.54571428571428,927.9333333333333,64.59200000000001,99.40666666666668,0.029518518518518538
2019-01-10 _ 12:00,36.29714285714286,927.4466666666667,62.18,115.95,0.02985185185185187
2019-01-10 _ 13:00,37.24857142857143,927.2266666666666,60.76,108.39,0.030620689655172433
2019-01-10 _ 14:00,37.94,927.3199999999998,60.483999999999995,117.14499999999997,0.030862068965517256
2019-01-10 _ 15:00,37.77428571428571,927.5399999999998,62.308,102.09833333333333,0.030103448275862085
2019-01-10 _ 16:00,36.79714285714285,927.7,65.408,110.78,0.02848275862068967
2019-01-10 _ 17:00,35.17714285714286,927.7266666666666,68.536,87.65499999999999,0.025344827586206906
2019-01-10 _ 18:00,33.84285714285714,927.9,70.012,102.7033333333333,0.02296551724137932
2019-01-10 _ 19:00,32.79714285714286,927.9799999999999,71.048,97.23333333333333,0.02172413793103449
2019-01-10 _ 20:00,32.145714285714284,928.1133333333333,71.584,86.98333333333333,0.021586206896551736
2019-01-10 _ 21:00,31.762857142857143,928.3666666666669,71.012,98.12999999999998,0.021965517241379323
2019-01-10 _ 22:00,31.39428571428572,928.5133333333334,71.24799999999999,92.5116666666667,0.022214285714285725
2019-01-10 _ 23:00,30.840000000000003,928.7000000000002,72.148,81.20166666666667,0.022517241379310354
2019-01-11 _ 00:00,30.23142857142857,928.6933333333334,72.188,80.23666666666665,0.023172413793103457
2019-01-11 _ 01:00,29.728571428571428,929.0066666666665,73.164,74.81833333333334,0.02246153846153847
2019-01-11 _ 02:00,29.52857142857143,929.1666666666666,73.904,66.27666666666666,0.022448275862068975
2019-01-11 _ 03:00,29.42571428571429,928.9600000000002,71.28399999999999,72.00166666666665,0.023535714285714295
2019-01-11 _ 04:00,29.331428571428567,929.2666666666667,73.52,79.935,0.02448148148148149
2019-01-11 _ 05:00,29.262857142857143,929.2800000000003,75.732,76.22166666666665,0.023642857142857153
2019-01-11 _ 06:00,29.125714285714285,929.4866666666669,76.444,69.70333333333333,0.023714285714285722
2019-01-11 _ 07:00,28.822857142857142,929.6800000000002,75.404,72.39333333333335,0.023142857142857153
2019-01-11 _ 08:00,29.322857142857142,930.5066666666667,74.92399999999999,78.76,0.023642857142857153
2019-01-11 _ 09:00,30.914285714285715,931.0333333333333,73.604,84.11833333333333,0.02621428571428572
2019-01-11 _ 10:00,32.48571428571429,931.1666666666669,65.91199999999999,75.86666666666666,0.028275862068965527
2019-01-11 _ 11:00,34.46857142857143,930.7399999999999,66.98,74.52500000000002,0.029620689655172425
2019-01-11 _ 12:00,35.37428571428571,930.1000000000003,64.72800000000001,75.95166666666667,0.030586206896551737
2019-01-11 _ 13:00,36.05142857142857,929.9533333333334,62.71200000000001,69.74833333333335,0.0313793103448276
2019-01-11 _ 14:00,36.55714285714286,929.9799999999999,62.356,72.66166666666665,0.03120689655172415
2019-01-11 _ 15:00,36.18285714285714,930.1733333333333,63.536,81.80999999999999,0.031068965517241396
2019-01-11 _ 16:00,35.30571428571428,930.1733333333335,65.64,84.19333333333334,0.03020689655172415
2019-01-11 _ 17:00,33.871428571428574,930.2200000000001,68.596,77.75500000000002,0.028689655172413803
2019-01-11 _ 18:00,32.73714285714286,930.5866666666667,72.79166666666667,74.11333333333333,0.02775862068965518
2019-01-11 _ 19:00,32.182857142857145,930.5733333333334,74.5,79.13499999999998,0.026862068965517252
2019-01-11 _ 20:00,31.785714285714285,930.66,75.55833333333334,72.04166666666667,0.026551724137931047
2019-01-11 _ 21:00,31.331428571428567,930.82,76.55833333333334,79.72833333333331,0.025931034482758634
2019-01-11 _ 22:00,30.914285714285715,930.8266666666667,78.29583333333333,83.0316666666667,0.025333333333333343
2019-01-11 _ 23:00,30.545714285714283,930.6133333333335,78.72500000000001,81.23500000000003,0.025655172413793115
2019-01-12 _ 00:00,30.374285714285712,930.4000000000001,79.09583333333333,86.81500000000001,0.025793103448275873
2019-01-12 _ 01:00,30.025714285714287,930.5733333333335,78.60833333333333,90.0133333333333,0.025555555555555567
2019-01-12 _ 02:00,29.72285714285714,930.6266666666668,78.28333333333333,80.72,0.024931034482758633
2019-01-12 _ 03:00,29.134285714285713,930.6400000000001,78.66250000000001,73.86500000000001,0.02432142857142858
2019-01-12 _ 04:00,28.75142857142857,930.5066666666668,79.07083333333333,76.32999999999998,0.02652000000000001
2019-01-12 _ 05:00,28.482857142857142,930.4466666666666,80.14583333333333,80.25499999999998,0.024689655172413807
